time,Hoonah,Skagway,Klukwan,Yakutat,Craig,Kasaan
1980-11-16,48.45996,31.216614,72.05591,78.427734,40.00757,31.797852
1980-11-17,8.64209,2.512146,17.161987,63.77881,0.0,8.019775
1980-11-18,28.983887,3.3458252,11.108643,47.22168,13.161621,25.012451
1980-11-19,12.845215,0.56085205,7.9344482,33.354004,12.866455,7.2368164
1980-11-20,24.01709,4.7789307,10.963013,54.21045,30.79419,35.227295
1980-11-21,23.500977,0.2883911,2.5268555,7.378418,13.750977,1.6945801
1980-11-22,13.829346,1.1671143,8.564453,44.455566,3.3569336,5.380371
1980-11-23,30.254395,1.6256104,21.685425,68.342285,21.394043,15.425537
1980-11-24,43.282715,7.453369,28.15564,72.92822,24.438477,25.792725
1980-11-25,36.229492,6.342285,28.828491,68.01221,24.074463,37.1167
1980-11-26,30.257324,7.8621216,18.468262,59.49414,52.903076,38.86377
1980-11-27,49.279785,26.481812,56.045776,35.25049,24.868408,41.330322
1980-11-28,10.638672,2.0095825,17.063354,66.06006,21.517334,6.9519043
1980-11-29,0.0,0.80566406,0.15393066,0.0073242188,0.0,0.0
1980-11-30,0.0,0.016235352,0.0,0.0,0.0,0.0
1980-12-01,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-02,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-03,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-04,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-05,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-06,0.0,0.07543945,0.21374512,2.6074219,0.0,0.0
1980-12-07,32.563477,10.6102295,8.468994,12.187012,46.14795,33.43579
1980-12-08,10.882324,1.0449829,0.57836914,0.0,33.218994,28.494873
1980-12-09,0.7573242,0.12030029,0.020751953,0.0,30.953857,27.925781
1980-12-10,0.009521484,0.0,0.0,0.0,19.406006,18.0083
1980-12-11,0.060302734,0.0,0.0,2.8569336,18.221924,22.724365
1980-12-12,19.998291,3.6506958,16.87378,15.576172,7.8271484,6.2980957
1980-12-13,35.825684,8.494324,27.294556,64.99902,5.788574,10.917725
1980-12-14,37.090332,7.2251587,26.844116,80.989746,22.478271,41.386475
1980-12-15,0.10644531,0.33154297,2.4868164,12.771484,5.902832,6.3703613
1980-12-16,4.9104004,2.173645,4.5407715,4.284668,2.8486328,1.6137695
1980-12-17,6.338623,0.25653076,0.1237793,0.0,5.819092,2.5812988
